"","uid","species_group","cover"
"1399","HM.8.B.16.2016","sedge",6
"1400","HM.8.B.16.2016","woodrush",0
"1401","HM.8.B.31.2017","grass",48
"1402","HM.8.B.31.2017","herb",77
"1403","HM.8.B.31.2017","horsetail",0
"1404","HM.8.B.31.2017","moss",0
"1405","HM.8.B.31.2017","rush",15
"1406","HM.8.B.31.2017","sedge",2
"1407","HM.8.B.31.2017","woodrush",0
"1408","HM.8.B.42.2016","grass",46
"1409","HM.8.B.42.2016","herb",41
"1410","HM.8.B.42.2016","horsetail",1
"1411","HM.8.B.42.2016","moss",0
"1412","HM.8.B.42.2016","rush",51
"1413","HM.8.B.42.2016","sedge",4
"1414","HM.8.B.42.2016","woodrush",0
"1415","HM.8.B.45.2015","grass",50
"1416","HM.8.B.45.2015","herb",43
"1417","HM.8.B.45.2015","horsetail",0
"1418","HM.8.B.45.2015","moss",1
"1419","HM.8.B.45.2015","rush",33
"1420","HM.8.B.45.2015","sedge",2
"1421","HM.8.B.45.2015","woodrush",0
"1422","HM.8.B.47.2017","grass",59
"1423","HM.8.B.47.2017","herb",69
"1424","HM.8.B.47.2017","horsetail",0
"1425","HM.8.B.47.2017","moss",0
"1426","HM.8.B.47.2017","rush",12
"1427","HM.8.B.47.2017","sedge",14
"1428","HM.8.B.47.2017","woodrush",0
"1429","HM.8.B.53.2016","grass",40
"1430","HM.8.B.53.2016","herb",75
"1431","HM.8.B.53.2016","horsetail",0
"1432","HM.8.B.53.2016","moss",0
"1433","HM.8.B.53.2016","rush",48
"1434","HM.8.B.53.2016","sedge",14
"1435","HM.8.B.53.2016","woodrush",0
"1436","HM.8.B.66.2015","grass",32
"1437","HM.8.B.66.2015","herb",52
"1438","HM.8.B.66.2015","horsetail",0
"1439","HM.8.B.66.2015","moss",0
"1440","HM.8.B.66.2015","rush",42
"1441","HM.8.B.66.2015","sedge",2
"1442","HM.8.B.66.2015","woodrush",1
"1443","HM.8.B.91.2015","grass",30
"1444","HM.8.B.91.2015","herb",59
"1445","HM.8.B.91.2015","horsetail",0
"1446","HM.8.B.91.2015","moss",0
"1447","HM.8.B.91.2015","rush",35
"1448","HM.8.B.91.2015","sedge",4
"1449","HM.8.B.91.2015","woodrush",0
"1450","HM.8.C.12.2015","grass",45
"1451","HM.8.C.12.2015","herb",60
"1452","HM.8.C.12.2015","horsetail",0
"1453","HM.8.C.12.2015","moss",2
"1454","HM.8.C.12.2015","rush",16
"1455","HM.8.C.12.2015","sedge",4
"1456","HM.8.C.12.2015","woodrush",0
"1457","HM.8.C.16.2017","grass",48
"1458","HM.8.C.16.2017","herb",88
"1459","HM.8.C.16.2017","horsetail",0
"1460","HM.8.C.16.2017","moss",0
"1461","HM.8.C.16.2017","rush",12
"1462","HM.8.C.16.2017","sedge",14
"1463","HM.8.C.16.2017","woodrush",1
"1464","HM.8.C.31.2015","grass",50
"1465","HM.8.C.31.2015","herb",57
"1466","HM.8.C.31.2015","horsetail",0
"1467","HM.8.C.31.2015","moss",1
"1468","HM.8.C.31.2015","rush",28
"1469","HM.8.C.31.2015","sedge",6
"1470","HM.8.C.31.2015","woodrush",0
"1471","HM.8.C.42.2017","grass",19
"1472","HM.8.C.42.2017","herb",59
"1473","HM.8.C.42.2017","horsetail",0
"1474","HM.8.C.42.2017","moss",0
"1475","HM.8.C.42.2017","rush",22
"1476","HM.8.C.42.2017","sedge",1
"1477","HM.8.C.42.2017","woodrush",0
"1478","HM.8.C.45.2016","grass",81
"1479","HM.8.C.45.2016","herb",74
"1480","HM.8.C.45.2016","horsetail",0
"1481","HM.8.C.45.2016","moss",0
"1482","HM.8.C.45.2016","rush",21
"1483","HM.8.C.45.2016","sedge",14
"1484","HM.8.C.45.2016","woodrush",0
"1485","HM.8.C.47.2015","grass",47
"1486","HM.8.C.47.2015","herb",50
"1487","HM.8.C.47.2015","horsetail",0
"1488","HM.8.C.47.2015","moss",2
"1489","HM.8.C.47.2015","rush",28
"1490","HM.8.C.47.2015","sedge",4
"1491","HM.8.C.47.2015","woodrush",0
"1492","HM.8.C.53.2017","grass",62
"1493","HM.8.C.53.2017","herb",87
"1494","HM.8.C.53.2017","horsetail",0
"1495","HM.8.C.53.2017","moss",0
"1496","HM.8.C.53.2017","rush",28
"1497","HM.8.C.53.2017","sedge",14
"1498","HM.8.C.53.2017","woodrush",0
"1499","HM.8.C.66.2016","grass",82
"1500","HM.8.C.66.2016","herb",59
"1501","HM.8.C.66.2016","horsetail",0
"1502","HM.8.C.66.2016","moss",0
"1503","HM.8.C.66.2016","rush",20
"1504","HM.8.C.66.2016","sedge",8
"1505","HM.8.C.66.2016","woodrush",0
"1506","HM.8.C.91.2016","grass",75
"1507","HM.8.C.91.2016","herb",64
"1508","HM.8.C.91.2016","horsetail",0
"1509","HM.8.C.91.2016","moss",0
"1510","HM.8.C.91.2016","rush",17
"1511","HM.8.C.91.2016","sedge",14
"1512","HM.8.C.91.2016","woodrush",1
"1513","HP.1.A.11.2016","grass",34
"1514","HP.1.A.11.2016","herb",15
"1515","HP.1.A.11.2016","horsetail",0
"1516","HP.1.A.11.2016","moss",16
"1517","HP.1.A.11.2016","rush",49
"1518","HP.1.A.11.2016","sedge",12
"1519","HP.1.A.11.2016","woodrush",5
"1520","HP.1.A.20.2017","grass",72
"1521","HP.1.A.20.2017","herb",12
"1522","HP.1.A.20.2017","horsetail",0
"1523","HP.1.A.20.2017","moss",0
"1524","HP.1.A.20.2017","rush",23
"1525","HP.1.A.20.2017","sedge",27
"1526","HP.1.A.20.2017","woodrush",0
"1527","HP.1.A.35.2017","grass",49
"1528","HP.1.A.35.2017","herb",7
"1529","HP.1.A.35.2017","horsetail",0
"1530","HP.1.A.35.2017","moss",0
"1531","HP.1.A.35.2017","rush",10
"1532","HP.1.A.35.2017","sedge",22
"1533","HP.1.A.35.2017","woodrush",1
"1534","HP.1.A.44.2016","grass",33
"1535","HP.1.A.44.2016","herb",6
"1536","HP.1.A.44.2016","horsetail",0
"1537","HP.1.A.44.2016","moss",0
"1538","HP.1.A.44.2016","rush",15
"1539","HP.1.A.44.2016","sedge",2
"1540","HP.1.A.44.2016","woodrush",1
"1541","HP.1.A.51.2015","grass",46
"1542","HP.1.A.51.2015","herb",12
"1543","HP.1.A.51.2015","horsetail",0
"1544","HP.1.A.51.2015","moss",8
"1545","HP.1.A.51.2015","rush",3
"1546","HP.1.A.51.2015","sedge",11
"1547","HP.1.A.51.2015","woodrush",0
"1548","HP.1.A.54.2015","grass",41
"1549","HP.1.A.54.2015","herb",13
"1550","HP.1.A.54.2015","horsetail",0
"1551","HP.1.A.54.2015","moss",13
"1552","HP.1.A.54.2015","rush",0
"1553","HP.1.A.54.2015","sedge",11
"1554","HP.1.A.54.2015","woodrush",1
"1555","HP.1.A.61.2015","grass",40
"1556","HP.1.A.61.2015","herb",17
"1557","HP.1.A.61.2015","horsetail",0
"1558","HP.1.A.61.2015","moss",6
"1559","HP.1.A.61.2015","rush",3
"1560","HP.1.A.61.2015","sedge",16
"1561","HP.1.A.61.2015","woodrush",1
"1562","HP.1.A.85.2017","grass",34
"1563","HP.1.A.85.2017","herb",5
"1564","HP.1.A.85.2017","horsetail",0
"1565","HP.1.A.85.2017","moss",0
"1566","HP.1.A.85.2017","rush",8
"1567","HP.1.A.85.2017","sedge",15
"1568","HP.1.A.85.2017","woodrush",4
"1569","HP.1.A.91.2016","grass",43
"1570","HP.1.A.91.2016","herb",12
"1571","HP.1.A.91.2016","horsetail",0
"1572","HP.1.A.91.2016","moss",5
"1573","HP.1.A.91.2016","rush",7
"1574","HP.1.A.91.2016","sedge",10
"1575","HP.1.A.91.2016","woodrush",1
"1576","HP.1.B.11.2017","grass",25
"1577","HP.1.B.11.2017","herb",17
"1578","HP.1.B.11.2017","horsetail",0
"1579","HP.1.B.11.2017","moss",0
"1580","HP.1.B.11.2017","rush",45
"1581","HP.1.B.11.2017","sedge",6
"1582","HP.1.B.11.2017","woodrush",0
"1583","HP.1.B.20.2015","grass",47
"1584","HP.1.B.20.2015","herb",12
"1585","HP.1.B.20.2015","horsetail",0
"1586","HP.1.B.20.2015","moss",0
"1587","HP.1.B.20.2015","rush",20
"1588","HP.1.B.20.2015","sedge",16
"1589","HP.1.B.20.2015","woodrush",2
"1590","HP.1.B.35.2015","grass",33
"1591","HP.1.B.35.2015","herb",13
"1592","HP.1.B.35.2015","horsetail",0
"1593","HP.1.B.35.2015","moss",0
"1594","HP.1.B.35.2015","rush",12
"1595","HP.1.B.35.2015","sedge",0
"1596","HP.1.B.35.2015","woodrush",0
"1597","HP.1.B.44.2017","grass",59
"1598","HP.1.B.44.2017","herb",15
"1599","HP.1.B.44.2017","horsetail",0
"1600","HP.1.B.44.2017","moss",0
"1601","HP.1.B.44.2017","rush",16
"1602","HP.1.B.44.2017","sedge",11
"1603","HP.1.B.44.2017","woodrush",0
"1604","HP.1.B.51.2016","grass",56
"1605","HP.1.B.51.2016","herb",25
"1606","HP.1.B.51.2016","horsetail",0
"1607","HP.1.B.51.2016","moss",0
"1608","HP.1.B.51.2016","rush",12
"1609","HP.1.B.51.2016","sedge",11
"1610","HP.1.B.51.2016","woodrush",0
"1611","HP.1.B.54.2016","grass",29
"1612","HP.1.B.54.2016","herb",30
"1613","HP.1.B.54.2016","horsetail",0
"1614","HP.1.B.54.2016","moss",0
"1615","HP.1.B.54.2016","rush",34
"1616","HP.1.B.54.2016","sedge",8
"1617","HP.1.B.54.2016","woodrush",0
"1618","HP.1.B.61.2016","grass",54
"1619","HP.1.B.61.2016","herb",29
"1620","HP.1.B.61.2016","horsetail",0
"1621","HP.1.B.61.2016","moss",0
"1622","HP.1.B.61.2016","rush",12
"1623","HP.1.B.61.2016","sedge",8
"1624","HP.1.B.61.2016","woodrush",0
"1625","HP.1.B.85.2015","grass",47
"1626","HP.1.B.85.2015","herb",16
"1627","HP.1.B.85.2015","horsetail",0
"1628","HP.1.B.85.2015","moss",0
"1629","HP.1.B.85.2015","rush",16
"1630","HP.1.B.85.2015","sedge",14
"1631","HP.1.B.85.2015","woodrush",0
"1632","HP.1.B.91.2017","grass",42
"1633","HP.1.B.91.2017","herb",28
"1634","HP.1.B.91.2017","horsetail",0
"1635","HP.1.B.91.2017","moss",0
"1636","HP.1.B.91.2017","rush",7
"1637","HP.1.B.91.2017","sedge",18
"1638","HP.1.B.91.2017","woodrush",0
"1639","HP.1.C.11.2015","grass",46
"1640","HP.1.C.11.2015","herb",27
"1641","HP.1.C.11.2015","horsetail",0
"1642","HP.1.C.11.2015","moss",18
"1643","HP.1.C.11.2015","rush",23
"1644","HP.1.C.11.2015","sedge",14
"1645","HP.1.C.11.2015","woodrush",0
"1646","HP.1.C.20.2016","grass",53
"1647","HP.1.C.20.2016","herb",53
"1648","HP.1.C.20.2016","horsetail",0
"1649","HP.1.C.20.2016","moss",0
"1650","HP.1.C.20.2016","rush",35
"1651","HP.1.C.20.2016","sedge",14
"1652","HP.1.C.20.2016","woodrush",0
"1653","HP.1.C.35.2016","grass",33
"1654","HP.1.C.35.2016","herb",25
"1655","HP.1.C.35.2016","horsetail",0
"1656","HP.1.C.35.2016","moss",0
"1657","HP.1.C.35.2016","rush",35
"1658","HP.1.C.35.2016","sedge",8
"1659","HP.1.C.35.2016","woodrush",0
"1660","HP.1.C.44.2015","grass",48
"1661","HP.1.C.44.2015","herb",22
"1662","HP.1.C.44.2015","horsetail",0
"1663","HP.1.C.44.2015","moss",13
"1664","HP.1.C.44.2015","rush",23
"1665","HP.1.C.44.2015","sedge",8
"1666","HP.1.C.44.2015","woodrush",0
"1667","HP.1.C.51.2017","grass",49
"1668","HP.1.C.51.2017","herb",37
"1669","HP.1.C.51.2017","horsetail",0
"1670","HP.1.C.51.2017","moss",0
"1671","HP.1.C.51.2017","rush",30
"1672","HP.1.C.51.2017","sedge",11
"1673","HP.1.C.51.2017","woodrush",0
"1674","HP.1.C.54.2017","grass",39
"1675","HP.1.C.54.2017","herb",39
"1676","HP.1.C.54.2017","horsetail",0
"1677","HP.1.C.54.2017","moss",0
"1678","HP.1.C.54.2017","rush",43
"1679","HP.1.C.54.2017","sedge",14
"1680","HP.1.C.54.2017","woodrush",0
"1681","HP.1.C.61.2017","grass",67
"1682","HP.1.C.61.2017","herb",28
"1683","HP.1.C.61.2017","horsetail",0
"1684","HP.1.C.61.2017","moss",0
"1685","HP.1.C.61.2017","rush",38
"1686","HP.1.C.61.2017","sedge",8
"1687","HP.1.C.61.2017","woodrush",2
"1688","HP.1.C.85.2016","grass",37
"1689","HP.1.C.85.2016","herb",33
"1690","HP.1.C.85.2016","horsetail",0
"1691","HP.1.C.85.2016","moss",0
"1692","HP.1.C.85.2016","rush",35
"1693","HP.1.C.85.2016","sedge",0
"1694","HP.1.C.85.2016","woodrush",0
"1695","HP.1.C.91.2015","grass",18
"1696","HP.1.C.91.2015","herb",22
"1697","HP.1.C.91.2015","horsetail",0
"1698","HP.1.C.91.2015","moss",0
"1699","HP.1.C.91.2015","rush",28
"1700","HP.1.C.91.2015","sedge",14
"1701","HP.1.C.91.2015","woodrush",0
"1702","HP.2.A.15.2015","grass",50
"1703","HP.2.A.15.2015","herb",10
"1704","HP.2.A.15.2015","horsetail",0
"1705","HP.2.A.15.2015","moss",3
"1706","HP.2.A.15.2015","rush",44
"1707","HP.2.A.15.2015","sedge",8
"1708","HP.2.A.15.2015","woodrush",0
"1709","HP.2.A.29.2016","grass",30
"1710","HP.2.A.29.2016","herb",3
"1711","HP.2.A.29.2016","horsetail",0
"1712","HP.2.A.29.2016","moss",0
"1713","HP.2.A.29.2016","rush",30
"1714","HP.2.A.29.2016","sedge",16
"1715","HP.2.A.29.2016","woodrush",0
"1716","HP.2.A.35.2015","grass",31
"1717","HP.2.A.35.2015","herb",8
"1718","HP.2.A.35.2015","horsetail",0
"1719","HP.2.A.35.2015","moss",18
"1720","HP.2.A.35.2015","rush",16
"1721","HP.2.A.35.2015","sedge",1
"1722","HP.2.A.35.2015","woodrush",0
"1723","HP.2.A.53.2017","grass",44
"1724","HP.2.A.53.2017","herb",3
"1725","HP.2.A.53.2017","horsetail",0
"1726","HP.2.A.53.2017","moss",0
"1727","HP.2.A.53.2017","rush",23
"1728","HP.2.A.53.2017","sedge",22
"1729","HP.2.A.53.2017","woodrush",4
"1730","HP.2.A.59.2017","grass",49
"1731","HP.2.A.59.2017","herb",7
"1732","HP.2.A.59.2017","horsetail",0
"1733","HP.2.A.59.2017","moss",0
"1734","HP.2.A.59.2017","rush",23
"1735","HP.2.A.59.2017","sedge",14
"1736","HP.2.A.59.2017","woodrush",0
"1737","HP.2.A.6.2017","grass",35
"1738","HP.2.A.6.2017","herb",6
"1739","HP.2.A.6.2017","horsetail",0
"1740","HP.2.A.6.2017","moss",0
"1741","HP.2.A.6.2017","rush",21
"1742","HP.2.A.6.2017","sedge",20
"1743","HP.2.A.6.2017","woodrush",1
"1744","HP.2.A.71.2016","grass",43
"1745","HP.2.A.71.2016","herb",10
"1746","HP.2.A.71.2016","horsetail",0
"1747","HP.2.A.71.2016","moss",0
"1748","HP.2.A.71.2016","rush",36
"1749","HP.2.A.71.2016","sedge",8
"1750","HP.2.A.71.2016","woodrush",0
"1751","HP.2.A.8.2015","grass",32
"1752","HP.2.A.8.2015","herb",10
"1753","HP.2.A.8.2015","horsetail",0
"1754","HP.2.A.8.2015","moss",5
"1755","HP.2.A.8.2015","rush",48
"1756","HP.2.A.8.2015","sedge",5
"1757","HP.2.A.8.2015","woodrush",0
"1758","HP.2.A.80.2016","grass",48
"1759","HP.2.A.80.2016","herb",13
"1760","HP.2.A.80.2016","horsetail",0
"1761","HP.2.A.80.2016","moss",0
"1762","HP.2.A.80.2016","rush",35
"1763","HP.2.A.80.2016","sedge",5
"1764","HP.2.A.80.2016","woodrush",1
"1765","HP.2.B.15.2016","grass",64
"1766","HP.2.B.15.2016","herb",7
"1767","HP.2.B.15.2016","horsetail",0
"1768","HP.2.B.15.2016","moss",0
"1769","HP.2.B.15.2016","rush",39
"1770","HP.2.B.15.2016","sedge",6
"1771","HP.2.B.15.2016","woodrush",1
"1772","HP.2.B.29.2017","grass",44
"1773","HP.2.B.29.2017","herb",10
"1774","HP.2.B.29.2017","horsetail",0
"1775","HP.2.B.29.2017","moss",0
"1776","HP.2.B.29.2017","rush",7
"1777","HP.2.B.29.2017","sedge",14
"1778","HP.2.B.29.2017","woodrush",0
"1779","HP.2.B.35.2016","grass",31
"1780","HP.2.B.35.2016","herb",17
"1781","HP.2.B.35.2016","horsetail",1
"1782","HP.2.B.35.2016","moss",0
"1783","HP.2.B.35.2016","rush",14
"1784","HP.2.B.35.2016","sedge",15
"1785","HP.2.B.35.2016","woodrush",0
"1786","HP.2.B.53.2015","grass",56
"1787","HP.2.B.53.2015","herb",12
"1788","HP.2.B.53.2015","horsetail",0
"1789","HP.2.B.53.2015","moss",0
"1790","HP.2.B.53.2015","rush",24
"1791","HP.2.B.53.2015","sedge",27
"1792","HP.2.B.53.2015","woodrush",0
"1793","HP.2.B.59.2015","grass",40
"1794","HP.2.B.59.2015","herb",2
"1795","HP.2.B.59.2015","horsetail",0
"1796","HP.2.B.59.2015","moss",0
"1797","HP.2.B.59.2015","rush",16
"1798","HP.2.B.59.2015","sedge",0
"1799","HP.2.B.59.2015","woodrush",0
"1800","HP.2.B.6.2015","grass",42
"1801","HP.2.B.6.2015","herb",13
"1802","HP.2.B.6.2015","horsetail",0
"1803","HP.2.B.6.2015","moss",0
"1804","HP.2.B.6.2015","rush",5
"1805","HP.2.B.6.2015","sedge",0
"1806","HP.2.B.6.2015","woodrush",0
"1807","HP.2.B.71.2017","grass",51
"1808","HP.2.B.71.2017","herb",6
"1809","HP.2.B.71.2017","horsetail",0
"1810","HP.2.B.71.2017","moss",0
"1811","HP.2.B.71.2017","rush",7
"1812","HP.2.B.71.2017","sedge",15
"1813","HP.2.B.71.2017","woodrush",5
"1814","HP.2.B.8.2016","grass",43
"1815","HP.2.B.8.2016","herb",8
"1816","HP.2.B.8.2016","horsetail",0
"1817","HP.2.B.8.2016","moss",0
"1818","HP.2.B.8.2016","rush",7
"1819","HP.2.B.8.2016","sedge",14
"1820","HP.2.B.8.2016","woodrush",1
"1821","HP.2.B.80.2017","grass",60
"1822","HP.2.B.80.2017","herb",12
"1823","HP.2.B.80.2017","horsetail",0
"1824","HP.2.B.80.2017","moss",0
"1825","HP.2.B.80.2017","rush",20
"1826","HP.2.B.80.2017","sedge",8
"1827","HP.2.B.80.2017","woodrush",0
"1828","HP.2.C.15.2017","grass",38
"1829","HP.2.C.15.2017","herb",33
"1830","HP.2.C.15.2017","horsetail",0
"1831","HP.2.C.15.2017","moss",0
"1832","HP.2.C.15.2017","rush",30
"1833","HP.2.C.15.2017","sedge",14
"1834","HP.2.C.15.2017","woodrush",0
"1835","HP.2.C.29.2015","grass",50
"1836","HP.2.C.29.2015","herb",16
"1837","HP.2.C.29.2015","horsetail",0
"1838","HP.2.C.29.2015","moss",0
"1839","HP.2.C.29.2015","rush",7
"1840","HP.2.C.29.2015","sedge",14
"1841","HP.2.C.29.2015","woodrush",0
"1842","HP.2.C.33.2016","grass",51
"1843","HP.2.C.33.2016","herb",21
"1844","HP.2.C.33.2016","horsetail",0
"1845","HP.2.C.33.2016","moss",0
"1846","HP.2.C.33.2016","rush",28
"1847","HP.2.C.33.2016","sedge",14
"1848","HP.2.C.33.2016","woodrush",0
"1849","HP.2.C.35.2017","grass",39
"1850","HP.2.C.35.2017","herb",30
"1851","HP.2.C.35.2017","horsetail",0
"1852","HP.2.C.35.2017","moss",0
"1853","HP.2.C.35.2017","rush",38
"1854","HP.2.C.35.2017","sedge",14
"1855","HP.2.C.35.2017","woodrush",0
"1856","HP.2.C.59.2016","grass",51
"1857","HP.2.C.59.2016","herb",35
"1858","HP.2.C.59.2016","horsetail",0
"1859","HP.2.C.59.2016","moss",0
"1860","HP.2.C.59.2016","rush",23
"1861","HP.2.C.59.2016","sedge",14
"1862","HP.2.C.59.2016","woodrush",0
"1863","HP.2.C.6.2016","grass",37
"1864","HP.2.C.6.2016","herb",28
"1865","HP.2.C.6.2016","horsetail",0
"1866","HP.2.C.6.2016","moss",0
"1867","HP.2.C.6.2016","rush",30
"1868","HP.2.C.6.2016","sedge",11
"1869","HP.2.C.6.2016","woodrush",0
"1870","HP.2.C.71.2015","grass",43
"1871","HP.2.C.71.2015","herb",31
"1872","HP.2.C.71.2015","horsetail",0
"1873","HP.2.C.71.2015","moss",0
"1874","HP.2.C.71.2015","rush",38
"1875","HP.2.C.71.2015","sedge",2
"1876","HP.2.C.71.2015","woodrush",0
"1877","HP.2.C.8.2017","grass",54
"1878","HP.2.C.8.2017","herb",36
"1879","HP.2.C.8.2017","horsetail",0
"1880","HP.2.C.8.2017","moss",0
"1881","HP.2.C.8.2017","rush",37
"1882","HP.2.C.8.2017","sedge",18
"1883","HP.2.C.8.2017","woodrush",0
"1884","HP.2.C.80.2015","grass",36
"1885","HP.2.C.80.2015","herb",21
"1886","HP.2.C.80.2015","horsetail",0
"1887","HP.2.C.80.2015","moss",0
"1888","HP.2.C.80.2015","rush",12
"1889","HP.2.C.80.2015","sedge",0
"1890","HP.2.C.80.2015","woodrush",0
"1891","HP.3.A.3.2017","grass",24
"1892","HP.3.A.3.2017","herb",6
"1893","HP.3.A.3.2017","horsetail",0
"1894","HP.3.A.3.2017","moss",0
"1895","HP.3.A.3.2017","rush",18
"1896","HP.3.A.3.2017","sedge",14
"1897","HP.3.A.3.2017","woodrush",0
"1898","HP.3.A.31.2015","grass",31
"1899","HP.3.A.31.2015","herb",7
"1900","HP.3.A.31.2015","horsetail",0
"1901","HP.3.A.31.2015","moss",13
"1902","HP.3.A.31.2015","rush",7
"1903","HP.3.A.31.2015","sedge",7
"1904","HP.3.A.31.2015","woodrush",0
"1905","HP.3.A.47.2015","grass",50
"1906","HP.3.A.47.2015","herb",18
"1907","HP.3.A.47.2015","horsetail",0
"1908","HP.3.A.47.2015","moss",22
"1909","HP.3.A.47.2015","rush",0
"1910","HP.3.A.47.2015","sedge",17
"1911","HP.3.A.47.2015","woodrush",0
"1912","HP.3.A.52.2016","grass",27
"1913","HP.3.A.52.2016","herb",13
"1914","HP.3.A.52.2016","horsetail",0
"1915","HP.3.A.52.2016","moss",4
"1916","HP.3.A.52.2016","rush",47
"1917","HP.3.A.52.2016","sedge",4
"1918","HP.3.A.52.2016","woodrush",2
"1919","HP.3.A.7.2016","grass",35
"1920","HP.3.A.7.2016","herb",10
"1921","HP.3.A.7.2016","horsetail",0
"1922","HP.3.A.7.2016","moss",13
"1923","HP.3.A.7.2016","rush",7
"1924","HP.3.A.7.2016","sedge",6
"1925","HP.3.A.7.2016","woodrush",1
"1926","HP.3.A.73.2017","grass",31
"1927","HP.3.A.73.2017","herb",5
"1928","HP.3.A.73.2017","horsetail",0
"1929","HP.3.A.73.2017","moss",0
"1930","HP.3.A.73.2017","rush",19
"1931","HP.3.A.73.2017","sedge",18
"1932","HP.3.A.73.2017","woodrush",2
"1933","HP.3.A.74.2015","grass",40
"1934","HP.3.A.74.2015","herb",9
"1935","HP.3.A.74.2015","horsetail",0
"1936","HP.3.A.74.2015","moss",17
"1937","HP.3.A.74.2015","rush",27
"1938","HP.3.A.74.2015","sedge",5
"1939","HP.3.A.74.2015","woodrush",0
"1940","HP.3.A.82.2016","grass",47
"1941","HP.3.A.82.2016","herb",10
"1942","HP.3.A.82.2016","horsetail",0
"1943","HP.3.A.82.2016","moss",2
"1944","HP.3.A.82.2016","rush",11
"1945","HP.3.A.82.2016","sedge",21
"1946","HP.3.A.82.2016","woodrush",1
"1947","HP.3.A.88.2017","grass",44
"1948","HP.3.A.88.2017","herb",13
"1949","HP.3.A.88.2017","horsetail",0
"1950","HP.3.A.88.2017","moss",0
"1951","HP.3.A.88.2017","rush",30
"1952","HP.3.A.88.2017","sedge",6
"1953","HP.3.A.88.2017","woodrush",1
"1954","HP.3.B.3.2015","grass",48
"1955","HP.3.B.3.2015","herb",9
"1956","HP.3.B.3.2015","horsetail",0
"1957","HP.3.B.3.2015","moss",3
"1958","HP.3.B.3.2015","rush",23
"1959","HP.3.B.3.2015","sedge",15
"1960","HP.3.B.3.2015","woodrush",0
"1961","HP.3.B.31.2016","grass",44
"1962","HP.3.B.31.2016","herb",17
"1963","HP.3.B.31.2016","horsetail",0
"1964","HP.3.B.31.2016","moss",0
"1965","HP.3.B.31.2016","rush",23
"1966","HP.3.B.31.2016","sedge",1
"1967","HP.3.B.31.2016","woodrush",0
"1968","HP.3.B.47.2016","grass",51
"1969","HP.3.B.47.2016","herb",14
"1970","HP.3.B.47.2016","horsetail",0
"1971","HP.3.B.47.2016","moss",0
"1972","HP.3.B.47.2016","rush",28
"1973","HP.3.B.47.2016","sedge",14
"1974","HP.3.B.47.2016","woodrush",0
"1975","HP.3.B.52.2017","grass",43
"1976","HP.3.B.52.2017","herb",12
"1977","HP.3.B.52.2017","horsetail",0
"1978","HP.3.B.52.2017","moss",0
"1979","HP.3.B.52.2017","rush",7
"1980","HP.3.B.52.2017","sedge",8
"1981","HP.3.B.52.2017","woodrush",0
"1982","HP.3.B.7.2017","grass",33
"1983","HP.3.B.7.2017","herb",15
"1984","HP.3.B.7.2017","horsetail",0
"1985","HP.3.B.7.2017","moss",0
"1986","HP.3.B.7.2017","rush",21
"1987","HP.3.B.7.2017","sedge",14
"1988","HP.3.B.7.2017","woodrush",1
"1989","HP.3.B.73.2015","grass",74
"1990","HP.3.B.73.2015","herb",21
"1991","HP.3.B.73.2015","horsetail",0
"1992","HP.3.B.73.2015","moss",15
"1993","HP.3.B.73.2015","rush",36
"1994","HP.3.B.73.2015","sedge",0
"1995","HP.3.B.73.2015","woodrush",0
"1996","HP.3.B.74.2016","grass",46
"1997","HP.3.B.74.2016","herb",21
"1998","HP.3.B.74.2016","horsetail",0
"1999","HP.3.B.74.2016","moss",0
"2000","HP.3.B.74.2016","rush",30
"2001","HP.3.B.74.2016","sedge",2
"2002","HP.3.B.74.2016","woodrush",0
"2003","HP.3.B.82.2017","grass",44
"2004","HP.3.B.82.2017","herb",12
"2005","HP.3.B.82.2017","horsetail",0
"2006","HP.3.B.82.2017","moss",0
"2007","HP.3.B.82.2017","rush",28
"2008","HP.3.B.82.2017","sedge",14
"2009","HP.3.B.82.2017","woodrush",1
"2010","HP.3.B.88.2015","grass",47
"2011","HP.3.B.88.2015","herb",10
"2012","HP.3.B.88.2015","horsetail",0
"2013","HP.3.B.88.2015","moss",10
"2014","HP.3.B.88.2015","rush",30
"2015","HP.3.B.88.2015","sedge",2
"2016","HP.3.B.88.2015","woodrush",0
"2017","HP.3.C.3.2016","grass",49
"2018","HP.3.C.3.2016","herb",30
"2019","HP.3.C.3.2016","horsetail",0
"2020","HP.3.C.3.2016","moss",0
"2021","HP.3.C.3.2016","rush",28
"2022","HP.3.C.3.2016","sedge",8
"2023","HP.3.C.3.2016","woodrush",0
"2024","HP.3.C.31.2017","grass",27
"2025","HP.3.C.31.2017","herb",25
"2026","HP.3.C.31.2017","horsetail",0
"2027","HP.3.C.31.2017","moss",0
"2028","HP.3.C.31.2017","rush",35
"2029","HP.3.C.31.2017","sedge",14
"2030","HP.3.C.31.2017","woodrush",0
"2031","HP.3.C.47.2017","grass",55
"2032","HP.3.C.47.2017","herb",8
"2033","HP.3.C.47.2017","horsetail",0
"2034","HP.3.C.47.2017","moss",0
"2035","HP.3.C.47.2017","rush",38
"2036","HP.3.C.47.2017","sedge",14
"2037","HP.3.C.47.2017","woodrush",0
"2038","HP.3.C.52.2015","grass",20
"2039","HP.3.C.52.2015","herb",18
"2040","HP.3.C.52.2015","horsetail",0
"2041","HP.3.C.52.2015","moss",7
"2042","HP.3.C.52.2015","rush",48
