"uid","species_group","cover"
"HM.4.C.73.2015","rush",7
"HM.4.C.73.2015","sedge",2
"HM.4.C.73.2015","woodrush",0
"HM.4.C.9.2017","grass",20
"HM.4.C.9.2017","herb",42
"HM.4.C.9.2017","horsetail",0
"HM.4.C.9.2017","moss",0
"HM.4.C.9.2017","rush",3
"HM.4.C.9.2017","sedge",14
"HM.4.C.9.2017","woodrush",0
"HM.5.A.10.2015","grass",35
"HM.5.A.10.2015","herb",70
"HM.5.A.10.2015","horsetail",0
"HM.5.A.10.2015","moss",2
"HM.5.A.10.2015","rush",20
"HM.5.A.10.2015","sedge",2
"HM.5.A.10.2015","woodrush",0
"HM.5.A.10.2017","grass",22
"HM.5.A.10.2017","herb",57
"HM.5.A.10.2017","horsetail",0
"HM.5.A.10.2017","moss",0
"HM.5.A.10.2017","rush",7
"HM.5.A.10.2017","sedge",1
"HM.5.A.10.2017","woodrush",0
"HM.5.A.14.2016","grass",68
"HM.5.A.14.2016","herb",74
"HM.5.A.14.2016","horsetail",0
"HM.5.A.14.2016","moss",0
"HM.5.A.14.2016","rush",12
"HM.5.A.14.2016","sedge",5
"HM.5.A.14.2016","woodrush",0
"HM.5.A.28.2016","grass",51
"HM.5.A.28.2016","herb",50
"HM.5.A.28.2016","horsetail",0
"HM.5.A.28.2016","moss",0
"HM.5.A.28.2016","rush",8
"HM.5.A.28.2016","sedge",5
"HM.5.A.28.2016","woodrush",0
"HM.5.A.29.2017","grass",40
"HM.5.A.29.2017","herb",65
"HM.5.A.29.2017","horsetail",0
"HM.5.A.29.2017","moss",0
"HM.5.A.29.2017","rush",7
"HM.5.A.29.2017","sedge",1
"HM.5.A.29.2017","woodrush",0
"HM.5.A.41.2016","grass",60
"HM.5.A.41.2016","herb",45
"HM.5.A.41.2016","horsetail",0
"HM.5.A.41.2016","moss",0
"HM.5.A.41.2016","rush",7
"HM.5.A.41.2016","sedge",15
"HM.5.A.41.2016","woodrush",0
"HM.5.A.78.2015","grass",26
"HM.5.A.78.2015","herb",49
"HM.5.A.78.2015","horsetail",0
"HM.5.A.78.2015","moss",1
"HM.5.A.78.2015","rush",16
"HM.5.A.78.2015","sedge",0
"HM.5.A.78.2015","woodrush",0
"HM.5.A.80.2017","grass",34
"HM.5.A.80.2017","herb",52
"HM.5.A.80.2017","horsetail",0
"HM.5.A.80.2017","moss",0
"HM.5.A.80.2017","rush",7
"HM.5.A.80.2017","sedge",2
"HM.5.A.80.2017","woodrush",0
"HM.5.A.83.2015","grass",47
"HM.5.A.83.2015","herb",88
"HM.5.A.83.2015","horsetail",0
"HM.5.A.83.2015","moss",0
"HM.5.A.83.2015","rush",23
"HM.5.A.83.2015","sedge",0
"HM.5.A.83.2015","woodrush",0
"HM.5.B.10.2015","grass",64
"HM.5.B.10.2015","herb",75
"HM.5.B.10.2015","horsetail",0
"HM.5.B.10.2015","moss",0
"HM.5.B.10.2015","rush",19
"HM.5.B.10.2015","sedge",14
"HM.5.B.10.2015","woodrush",0
"HM.5.B.10.2016","grass",64
"HM.5.B.10.2016","herb",57
"HM.5.B.10.2016","horsetail",0
"HM.5.B.10.2016","moss",0
"HM.5.B.10.2016","rush",34
"HM.5.B.10.2016","sedge",16
"HM.5.B.10.2016","woodrush",0
"HM.5.B.14.2017","grass",62
"HM.5.B.14.2017","herb",69
"HM.5.B.14.2017","horsetail",0
"HM.5.B.14.2017","moss",0
"HM.5.B.14.2017","rush",3
"HM.5.B.14.2017","sedge",14
"HM.5.B.14.2017","woodrush",0
"HM.5.B.28.2017","grass",27
"HM.5.B.28.2017","herb",48
"HM.5.B.28.2017","horsetail",0
"HM.5.B.28.2017","moss",0
"HM.5.B.28.2017","rush",1
"HM.5.B.28.2017","sedge",1
"HM.5.B.28.2017","woodrush",0
"HM.5.B.29.2015","grass",72
"HM.5.B.29.2015","herb",70
"HM.5.B.29.2015","horsetail",0
"HM.5.B.29.2015","moss",0
"HM.5.B.29.2015","rush",3
"HM.5.B.29.2015","sedge",4
"HM.5.B.29.2015","woodrush",0
"HM.5.B.41.2017","grass",38
"HM.5.B.41.2017","herb",37
"HM.5.B.41.2017","horsetail",0
"HM.5.B.41.2017","moss",0
"HM.5.B.41.2017","rush",37
"HM.5.B.41.2017","sedge",14
"HM.5.B.41.2017","woodrush",0
"HM.5.B.78.2016","grass",71
"HM.5.B.78.2016","herb",85
"HM.5.B.78.2016","horsetail",1
"HM.5.B.78.2016","moss",0
"HM.5.B.78.2016","rush",13
"HM.5.B.78.2016","sedge",2
"HM.5.B.78.2016","woodrush",0
"HM.5.B.80.2015","grass",58
"HM.5.B.80.2015","herb",73
"HM.5.B.80.2015","horsetail",1
"HM.5.B.80.2015","moss",0
"HM.5.B.80.2015","rush",2
"HM.5.B.80.2015","sedge",17
"HM.5.B.80.2015","woodrush",0
"HM.5.B.83.2016","grass",38
"HM.5.B.83.2016","herb",82
"HM.5.B.83.2016","horsetail",1
"HM.5.B.83.2016","moss",0
"HM.5.B.83.2016","rush",8
"HM.5.B.83.2016","sedge",2
"HM.5.B.83.2016","woodrush",0
"HM.5.C.10.2016","grass",51
"HM.5.C.10.2016","herb",81
"HM.5.C.10.2016","horsetail",0
"HM.5.C.10.2016","moss",0
"HM.5.C.10.2016","rush",12
"HM.5.C.10.2016","sedge",3
"HM.5.C.10.2016","woodrush",1
"HM.5.C.10.2017","grass",28
"HM.5.C.10.2017","herb",77
"HM.5.C.10.2017","horsetail",0
"HM.5.C.10.2017","moss",0
"HM.5.C.10.2017","rush",12
"HM.5.C.10.2017","sedge",17
"HM.5.C.10.2017","woodrush",0
"HM.5.C.14.2015","grass",43
"HM.5.C.14.2015","herb",65
"HM.5.C.14.2015","horsetail",0
"HM.5.C.14.2015","moss",0
"HM.5.C.14.2015","rush",0
"HM.5.C.14.2015","sedge",10
"HM.5.C.14.2015","woodrush",0
"HM.5.C.28.2015","grass",72
"HM.5.C.28.2015","herb",71
"HM.5.C.28.2015","horsetail",0
"HM.5.C.28.2015","moss",0
"HM.5.C.28.2015","rush",16
"HM.5.C.28.2015","sedge",6
"HM.5.C.28.2015","woodrush",0
"HM.5.C.29.2016","grass",56
"HM.5.C.29.2016","herb",52
"HM.5.C.29.2016","horsetail",0
"HM.5.C.29.2016","moss",0
"HM.5.C.29.2016","rush",16
"HM.5.C.29.2016","sedge",4
"HM.5.C.29.2016","woodrush",0
"HM.5.C.41.2015","grass",44
"HM.5.C.41.2015","herb",69
"HM.5.C.41.2015","horsetail",0
"HM.5.C.41.2015","moss",0
"HM.5.C.41.2015","rush",30
"HM.5.C.41.2015","sedge",7
"HM.5.C.41.2015","woodrush",0
"HM.5.C.78.2017","grass",29
"HM.5.C.78.2017","herb",67
"HM.5.C.78.2017","horsetail",1
"HM.5.C.78.2017","moss",0
"HM.5.C.78.2017","rush",16
"HM.5.C.78.2017","sedge",16
"HM.5.C.78.2017","woodrush",0
"HM.5.C.80.2016","grass",33
"HM.5.C.80.2016","herb",43
"HM.5.C.80.2016","horsetail",1
"HM.5.C.80.2016","moss",0
"HM.5.C.80.2016","rush",20
"HM.5.C.80.2016","sedge",16
"HM.5.C.80.2016","woodrush",0
"HM.5.C.83.2017","grass",62
"HM.5.C.83.2017","herb",85
"HM.5.C.83.2017","horsetail",0
"HM.5.C.83.2017","moss",0
"HM.5.C.83.2017","rush",12
"HM.5.C.83.2017","sedge",16
"HM.5.C.83.2017","woodrush",0
"HM.6.A.13.2015","grass",39
"HM.6.A.13.2015","herb",61
"HM.6.A.13.2015","horsetail",0
"HM.6.A.13.2015","moss",1
"HM.6.A.13.2015","rush",30
"HM.6.A.13.2015","sedge",17
"HM.6.A.13.2015","woodrush",0
"HM.6.A.47.2017","grass",25
"HM.6.A.47.2017","herb",86
"HM.6.A.47.2017","horsetail",0
"HM.6.A.47.2017","moss",0
"HM.6.A.47.2017","rush",23
"HM.6.A.47.2017","sedge",19
"HM.6.A.47.2017","woodrush",0
"HM.6.A.48.2017","grass",41
"HM.6.A.48.2017","herb",92
"HM.6.A.48.2017","horsetail",0
"HM.6.A.48.2017","moss",0
"HM.6.A.48.2017","rush",16
"HM.6.A.48.2017","sedge",19
"HM.6.A.48.2017","woodrush",0
"HM.6.A.63.2016","grass",60
"HM.6.A.63.2016","herb",58
"HM.6.A.63.2016","horsetail",0
"HM.6.A.63.2016","moss",0
"HM.6.A.63.2016","rush",20
"HM.6.A.63.2016","sedge",8
"HM.6.A.63.2016","woodrush",0
"HM.6.A.79.2016","grass",73
"HM.6.A.79.2016","herb",88
"HM.6.A.79.2016","horsetail",0
"HM.6.A.79.2016","moss",0
"HM.6.A.79.2016","rush",23
"HM.6.A.79.2016","sedge",4
"HM.6.A.79.2016","woodrush",0
"HM.6.A.84.2015","grass",46
"HM.6.A.84.2015","herb",51
"HM.6.A.84.2015","horsetail",0
"HM.6.A.84.2015","moss",1
"HM.6.A.84.2015","rush",16
"HM.6.A.84.2015","sedge",3
"HM.6.A.84.2015","woodrush",0
"HM.6.A.85.2015","grass",36
"HM.6.A.85.2015","herb",70
"HM.6.A.85.2015","horsetail",0
"HM.6.A.85.2015","moss",0
"HM.6.A.85.2015","rush",20
"HM.6.A.85.2015","sedge",2
"HM.6.A.85.2015","woodrush",1
"HM.6.A.86.2017","grass",42
"HM.6.A.86.2017","herb",83
"HM.6.A.86.2017","horsetail",0
"HM.6.A.86.2017","moss",0
"HM.6.A.86.2017","rush",30
"HM.6.A.86.2017","sedge",14
"HM.6.A.86.2017","woodrush",0
"HM.6.A.96.2016","grass",72
"HM.6.A.96.2016","herb",49
"HM.6.A.96.2016","horsetail",0
"HM.6.A.96.2016","moss",0
"HM.6.A.96.2016","rush",12
"HM.6.A.96.2016","sedge",2
"HM.6.A.96.2016","woodrush",0
"HM.6.B.13.2016","grass",64
"HM.6.B.13.2016","herb",62
"HM.6.B.13.2016","horsetail",1
"HM.6.B.13.2016","moss",0
"HM.6.B.13.2016","rush",22
"HM.6.B.13.2016","sedge",2
"HM.6.B.13.2016","woodrush",0
"HM.6.B.3.2017","grass",77
"HM.6.B.3.2017","herb",84
"HM.6.B.3.2017","horsetail",1
"HM.6.B.3.2017","moss",0
"HM.6.B.3.2017","rush",2
"HM.6.B.3.2017","sedge",15
"HM.6.B.3.2017","woodrush",1
"HM.6.B.79.2017","grass",37
"HM.6.B.79.2017","herb",100
"HM.6.B.79.2017","horsetail",0
"HM.6.B.79.2017","moss",0
"HM.6.B.79.2017","rush",28
"HM.6.B.79.2017","sedge",6
"HM.6.B.79.2017","woodrush",0
"HM.6.B.84.2016","grass",70
"HM.6.B.84.2016","herb",103
"HM.6.B.84.2016","horsetail",1
"HM.6.B.84.2016","moss",0
"HM.6.B.84.2016","rush",12
"HM.6.B.84.2016","sedge",4
"HM.6.B.84.2016","woodrush",0
"HM.6.B.85.2016","grass",78
"HM.6.B.85.2016","herb",63
"HM.6.B.85.2016","horsetail",0
"HM.6.B.85.2016","moss",0
"HM.6.B.85.2016","rush",4
"HM.6.B.85.2016","sedge",2
"HM.6.B.85.2016","woodrush",0
"HM.6.B.86.2015","grass",69
"HM.6.B.86.2015","herb",73
"HM.6.B.86.2015","horsetail",0
"HM.6.B.86.2015","moss",0
"HM.6.B.86.2015","rush",7
"HM.6.B.86.2015","sedge",6
"HM.6.B.86.2015","woodrush",0
"HM.6.B.96.2017","grass",68
"HM.6.B.96.2017","herb",63
"HM.6.B.96.2017","horsetail",0
"HM.6.B.96.2017","moss",0
"HM.6.B.96.2017","rush",23
"HM.6.B.96.2017","sedge",19
"HM.6.B.96.2017","woodrush",0
"HM.6.B.97.2015","grass",63
"HM.6.B.97.2015","herb",60
"HM.6.B.97.2015","horsetail",0
"HM.6.B.97.2015","moss",0
"HM.6.B.97.2015","rush",3
"HM.6.B.97.2015","sedge",7
"HM.6.B.97.2015","woodrush",0
"HM.6.B.98.2015","grass",68
"HM.6.B.98.2015","herb",60
"HM.6.B.98.2015","horsetail",0
"HM.6.B.98.2015","moss",0
"HM.6.B.98.2015","rush",6
"HM.6.B.98.2015","sedge",7
"HM.6.B.98.2015","woodrush",0
"HM.6.C.13.2017","grass",47
"HM.6.C.13.2017","herb",73
"HM.6.C.13.2017","horsetail",1
"HM.6.C.13.2017","moss",0
"HM.6.C.13.2017","rush",20
"HM.6.C.13.2017","sedge",14
"HM.6.C.13.2017","woodrush",0
"HM.6.C.3.2015","grass",43
"HM.6.C.3.2015","herb",60
"HM.6.C.3.2015","horsetail",0
"HM.6.C.3.2015","moss",3
"HM.6.C.3.2015","rush",21
"HM.6.C.3.2015","sedge",14
"HM.6.C.3.2015","woodrush",0
"HM.6.C.47.2016","grass",27
"HM.6.C.47.2016","herb",45
"HM.6.C.47.2016","horsetail",0
"HM.6.C.47.2016","moss",0
"HM.6.C.47.2016","rush",29
"HM.6.C.47.2016","sedge",5
"HM.6.C.47.2016","woodrush",0
"HM.6.C.48.2016","grass",62
"HM.6.C.48.2016","herb",65
"HM.6.C.48.2016","horsetail",0
"HM.6.C.48.2016","moss",0
"HM.6.C.48.2016","rush",20
"HM.6.C.48.2016","sedge",5
"HM.6.C.48.2016","woodrush",0
"HM.6.C.79.2015","grass",39
"HM.6.C.79.2015","herb",41
"HM.6.C.79.2015","horsetail",0
"HM.6.C.79.2015","moss",4
"HM.6.C.79.2015","rush",29
"HM.6.C.79.2015","sedge",15
"HM.6.C.79.2015","woodrush",1
"HM.6.C.84.2017","grass",59
"HM.6.C.84.2017","herb",72
"HM.6.C.84.2017","horsetail",0
"HM.6.C.84.2017","moss",0
"HM.6.C.84.2017","rush",21
"HM.6.C.84.2017","sedge",14
"HM.6.C.84.2017","woodrush",0
"HM.6.C.85.2017","grass",61
"HM.6.C.85.2017","herb",76
"HM.6.C.85.2017","horsetail",0
"HM.6.C.85.2017","moss",0
"HM.6.C.85.2017","rush",37
"HM.6.C.85.2017","sedge",15
"HM.6.C.85.2017","woodrush",0
"HM.6.C.86.2016","grass",59
"HM.6.C.86.2016","herb",76
"HM.6.C.86.2016","horsetail",0
"HM.6.C.86.2016","moss",0
"HM.6.C.86.2016","rush",12
"HM.6.C.86.2016","sedge",3
"HM.6.C.86.2016","woodrush",0
"HM.6.C.96.2015","grass",22
"HM.6.C.96.2015","herb",75
"HM.6.C.96.2015","horsetail",0
"HM.6.C.96.2015","moss",3
"HM.6.C.96.2015","rush",33
"HM.6.C.96.2015","sedge",14
"HM.6.C.96.2015","woodrush",0
"HM.7.A.17.2017","grass",29
"HM.7.A.17.2017","herb",79
"HM.7.A.17.2017","horsetail",0
"HM.7.A.17.2017","moss",0
"HM.7.A.17.2017","rush",16
"HM.7.A.17.2017","sedge",14
"HM.7.A.17.2017","woodrush",0
"HM.7.A.24.2016","grass",25
"HM.7.A.24.2016","herb",44
"HM.7.A.24.2016","horsetail",0
"HM.7.A.24.2016","moss",0
"HM.7.A.24.2016","rush",12
"HM.7.A.24.2016","sedge",5
"HM.7.A.24.2016","woodrush",0
"HM.7.A.24.2017","grass",30
"HM.7.A.24.2017","herb",79
"HM.7.A.24.2017","horsetail",0
"HM.7.A.24.2017","moss",0
"HM.7.A.24.2017","rush",22
"HM.7.A.24.2017","sedge",15
"HM.7.A.24.2017","woodrush",0
"HM.7.A.33.2017","grass",31
"HM.7.A.33.2017","herb",30
"HM.7.A.33.2017","horsetail",0
"HM.7.A.33.2017","moss",0
"HM.7.A.33.2017","rush",14
"HM.7.A.33.2017","sedge",19
"HM.7.A.33.2017","woodrush",0
"HM.7.A.53.2015","grass",46
"HM.7.A.53.2015","herb",74
"HM.7.A.53.2015","horsetail",0
"HM.7.A.53.2015","moss",0
"HM.7.A.53.2015","rush",20
"HM.7.A.53.2015","sedge",4
"HM.7.A.53.2015","woodrush",0
"HM.7.A.59.2015","grass",36
"HM.7.A.59.2015","herb",53
"HM.7.A.59.2015","horsetail",0
"HM.7.A.59.2015","moss",1
"HM.7.A.59.2015","rush",16
"HM.7.A.59.2015","sedge",2
"HM.7.A.59.2015","woodrush",0
"HM.7.A.63.2016","grass",41
"HM.7.A.63.2016","herb",45
"HM.7.A.63.2016","horsetail",0
"HM.7.A.63.2016","moss",0
"HM.7.A.63.2016","rush",12
"HM.7.A.63.2016","sedge",14
"HM.7.A.63.2016","woodrush",0
"HM.7.A.98.2015","grass",44
"HM.7.A.98.2015","herb",64
"HM.7.A.98.2015","horsetail",0
"HM.7.A.98.2015","moss",1
"HM.7.A.98.2015","rush",23
"HM.7.A.98.2015","sedge",16
"HM.7.A.98.2015","woodrush",1
"HM.7.A.99.2016","grass",47
"HM.7.A.99.2016","herb",33
"HM.7.A.99.2016","horsetail",0
"HM.7.A.99.2016","moss",0
"HM.7.A.99.2016","rush",7
"HM.7.A.99.2016","sedge",5
"HM.7.A.99.2016","woodrush",0
"HM.7.B.17.2015","grass",44
"HM.7.B.17.2015","herb",77
"HM.7.B.17.2015","horsetail",0
"HM.7.B.17.2015","moss",0
"HM.7.B.17.2015","rush",11
"HM.7.B.17.2015","sedge",6
"HM.7.B.17.2015","woodrush",0
"HM.7.B.24.2015","grass",34
"HM.7.B.24.2015","herb",89
"HM.7.B.24.2015","horsetail",0
"HM.7.B.24.2015","moss",0
"HM.7.B.24.2015","rush",16
"HM.7.B.24.2015","sedge",16
"HM.7.B.24.2015","woodrush",0
"HM.7.B.24.2017","grass",46
"HM.7.B.24.2017","herb",67
"HM.7.B.24.2017","horsetail",1
"HM.7.B.24.2017","moss",0
"HM.7.B.24.2017","rush",20
"HM.7.B.24.2017","sedge",15
"HM.7.B.24.2017","woodrush",0
"HM.7.B.33.2015","grass",43
"HM.7.B.33.2015","herb",45
"HM.7.B.33.2015","horsetail",0
"HM.7.B.33.2015","moss",0
"HM.7.B.33.2015","rush",19
"HM.7.B.33.2015","sedge",0
"HM.7.B.33.2015","woodrush",0
"HM.7.B.50.2016","grass",59
"HM.7.B.50.2016","herb",77
"HM.7.B.50.2016","horsetail",0
"HM.7.B.50.2016","moss",0
"HM.7.B.50.2016","rush",19
"HM.7.B.50.2016","sedge",2
"HM.7.B.50.2016","woodrush",0
"HM.7.B.59.2016","grass",59
"HM.7.B.59.2016","herb",61
"HM.7.B.59.2016","horsetail",1
"HM.7.B.59.2016","moss",0
"HM.7.B.59.2016","rush",9
"HM.7.B.59.2016","sedge",14
"HM.7.B.59.2016","woodrush",0
"HM.7.B.63.2017","grass",50
"HM.7.B.63.2017","herb",41
"HM.7.B.63.2017","horsetail",0
"HM.7.B.63.2017","moss",0
"HM.7.B.63.2017","rush",13
"HM.7.B.63.2017","sedge",0
"HM.7.B.63.2017","woodrush",0
"HM.7.B.98.2016","grass",40
"HM.7.B.98.2016","herb",35
"HM.7.B.98.2016","horsetail",0
"HM.7.B.98.2016","moss",0
"HM.7.B.98.2016","rush",41
"HM.7.B.98.2016","sedge",17
"HM.7.B.98.2016","woodrush",0
"HM.7.B.99.2017","grass",45
"HM.7.B.99.2017","herb",61
"HM.7.B.99.2017","horsetail",0
"HM.7.B.99.2017","moss",0
"HM.7.B.99.2017","rush",36
"HM.7.B.99.2017","sedge",15
"HM.7.B.99.2017","woodrush",0
"HM.7.C.17.2016","grass",45
"HM.7.C.17.2016","herb",62
"HM.7.C.17.2016","horsetail",0
"HM.7.C.17.2016","moss",0
"HM.7.C.17.2016","rush",14
"HM.7.C.17.2016","sedge",4
"HM.7.C.17.2016","woodrush",0
"HM.7.C.24.2015","grass",41
"HM.7.C.24.2015","herb",50
"HM.7.C.24.2015","horsetail",0
"HM.7.C.24.2015","moss",0
"HM.7.C.24.2015","rush",23
"HM.7.C.24.2015","sedge",7
"HM.7.C.24.2015","woodrush",0
"HM.7.C.24.2016","grass",81
"HM.7.C.24.2016","herb",78
"HM.7.C.24.2016","horsetail",0
"HM.7.C.24.2016","moss",0
"HM.7.C.24.2016","rush",10
"HM.7.C.24.2016","sedge",14
"HM.7.C.24.2016","woodrush",0
"HM.7.C.33.2016","grass",40
"HM.7.C.33.2016","herb",42
"HM.7.C.33.2016","horsetail",0
"HM.7.C.33.2016","moss",0
"HM.7.C.33.2016","rush",10
"HM.7.C.33.2016","sedge",2
"HM.7.C.33.2016","woodrush",0
"HM.7.C.50.2017","grass",23
"HM.7.C.50.2017","herb",71
"HM.7.C.50.2017","horsetail",0
"HM.7.C.50.2017","moss",0
"HM.7.C.50.2017","rush",11
"HM.7.C.50.2017","sedge",1
"HM.7.C.50.2017","woodrush",0
"HM.7.C.59.2017","grass",14
"HM.7.C.59.2017","herb",40
"HM.7.C.59.2017","horsetail",0
"HM.7.C.59.2017","moss",0
"HM.7.C.59.2017","rush",20
"HM.7.C.59.2017","sedge",14
"HM.7.C.59.2017","woodrush",0
"HM.7.C.63.2015","grass",31
"HM.7.C.63.2015","herb",52
"HM.7.C.63.2015","horsetail",0
"HM.7.C.63.2015","moss",0
"HM.7.C.63.2015","rush",30
"HM.7.C.63.2015","sedge",9
"HM.7.C.63.2015","woodrush",0
"HM.7.C.98.2017","grass",30
"HM.7.C.98.2017","herb",67
"HM.7.C.98.2017","horsetail",0
"HM.7.C.98.2017","moss",0
"HM.7.C.98.2017","rush",21
"HM.7.C.98.2017","sedge",1
"HM.7.C.98.2017","woodrush",0
"HM.7.C.99.2015","grass",39
"HM.7.C.99.2015","herb",57
"HM.7.C.99.2015","horsetail",0
"HM.7.C.99.2015","moss",0
"HM.7.C.99.2015","rush",35
"HM.7.C.99.2015","sedge",9
"HM.7.C.99.2015","woodrush",1
"HM.8.A.12.2016","grass",61
"HM.8.A.12.2016","herb",72
"HM.8.A.12.2016","horsetail",0
"HM.8.A.12.2016","moss",0
"HM.8.A.12.2016","rush",9
"HM.8.A.12.2016","sedge",2
"HM.8.A.12.2016","woodrush",0
"HM.8.A.16.2015","grass",53
"HM.8.A.16.2015","herb",45
"HM.8.A.16.2015","horsetail",1
"HM.8.A.16.2015","moss",1
"HM.8.A.16.2015","rush",12
"HM.8.A.16.2015","sedge",2
"HM.8.A.16.2015","woodrush",0
"HM.8.A.31.2016","grass",71
"HM.8.A.31.2016","herb",55
"HM.8.A.31.2016","horsetail",0
"HM.8.A.31.2016","moss",0
"HM.8.A.31.2016","rush",61
"HM.8.A.31.2016","sedge",16
"HM.8.A.31.2016","woodrush",0
"HM.8.A.42.2015","grass",47
"HM.8.A.42.2015","herb",64
"HM.8.A.42.2015","horsetail",0
"HM.8.A.42.2015","moss",1
"HM.8.A.42.2015","rush",16
"HM.8.A.42.2015","sedge",6
"HM.8.A.42.2015","woodrush",0
"HM.8.A.45.2017","grass",62
"HM.8.A.45.2017","herb",66
"HM.8.A.45.2017","horsetail",1
"HM.8.A.45.2017","moss",0
"HM.8.A.45.2017","rush",42
"HM.8.A.45.2017","sedge",14
"HM.8.A.45.2017","woodrush",0
"HM.8.A.47.2016","grass",79
"HM.8.A.47.2016","herb",78
"HM.8.A.47.2016","horsetail",0
"HM.8.A.47.2016","moss",0
"HM.8.A.47.2016","rush",54
"HM.8.A.47.2016","sedge",11
"HM.8.A.47.2016","woodrush",0
"HM.8.A.53.2015","grass",47
"HM.8.A.53.2015","herb",47
"HM.8.A.53.2015","horsetail",0
"HM.8.A.53.2015","moss",2
"HM.8.A.53.2015","rush",16
"HM.8.A.53.2015","sedge",17
"HM.8.A.53.2015","woodrush",0
"HM.8.A.66.2017","grass",58
"HM.8.A.66.2017","herb",54
"HM.8.A.66.2017","horsetail",0
"HM.8.A.66.2017","moss",0
"HM.8.A.66.2017","rush",46
"HM.8.A.66.2017","sedge",5
"HM.8.A.66.2017","woodrush",0
"HM.8.A.91.2017","grass",41
"HM.8.A.91.2017","herb",47
"HM.8.A.91.2017","horsetail",1
"HM.8.A.91.2017","moss",0
"HM.8.A.91.2017","rush",11
"HM.8.A.91.2017","sedge",14
"HM.8.A.91.2017","woodrush",0
"HM.8.B.12.2017","grass",18
"HM.8.B.12.2017","herb",82
"HM.8.B.12.2017","horsetail",0
"HM.8.B.12.2017","moss",0
"HM.8.B.12.2017","rush",17
"HM.8.B.12.2017","sedge",1
"HM.8.B.12.2017","woodrush",0
"HM.8.B.16.2016","grass",37
"HM.8.B.16.2016","herb",56
"HM.8.B.16.2016","horsetail",0
"HM.8.B.16.2016","moss",0
"HM.8.B.16.2016","rush",7
"HM.8.B.16.2016","sedge",6
"HM.8.B.16.2016","woodrush",0
"HM.8.B.31.2017","grass",48
"HM.8.B.31.2017","herb",77
"HM.8.B.31.2017","horsetail",0
"HM.8.B.31.2017","moss",0
"HM.8.B.31.2017","rush",15
"HM.8.B.31.2017","sedge",2
"HM.8.B.31.2017","woodrush",0
"HM.8.B.42.2016","grass",46
"HM.8.B.42.2016","herb",41
"HM.8.B.42.2016","horsetail",1
"HM.8.B.42.2016","moss",0
"HM.8.B.42.2016","rush",51
"HM.8.B.42.2016","sedge",4
"HM.8.B.42.2016","woodrush",0
"HM.8.B.45.2015","grass",50
"HM.8.B.45.2015","herb",43
"HM.8.B.45.2015","horsetail",0
"HM.8.B.45.2015","moss",1
"HM.8.B.45.2015","rush",33
"HM.8.B.45.2015","sedge",2
"HM.8.B.45.2015","woodrush",0
"HM.8.B.47.2017","grass",59
"HM.8.B.47.2017","herb",69
"HM.8.B.47.2017","horsetail",0
"HM.8.B.47.2017","moss",0
"HM.8.B.47.2017","rush",12
"HM.8.B.47.2017","sedge",14
"HM.8.B.47.2017","woodrush",0
"HM.8.B.53.2016","grass",40
"HM.8.B.53.2016","herb",75
"HM.8.B.53.2016","horsetail",0
"HM.8.B.53.2016","moss",0
"HM.8.B.53.2016","rush",48
"HM.8.B.53.2016","sedge",14
"HM.8.B.53.2016","woodrush",0
"HM.8.B.66.2015","grass",32
"HM.8.B.66.2015","herb",52
"HM.8.B.66.2015","horsetail",0
"HM.8.B.66.2015","moss",0
"HM.8.B.66.2015","rush",42
"HM.8.B.66.2015","sedge",2
"HM.8.B.66.2015","woodrush",1
"HM.8.B.91.2015","grass",30
"HM.8.B.91.2015","herb",59
"HM.8.B.91.2015","horsetail",0
"HM.8.B.91.2015","moss",0
"HM.8.B.91.2015","rush",35
"HM.8.B.91.2015","sedge",4
"HM.8.B.91.2015","woodrush",0
"HM.8.C.12.2015","grass",45
"HM.8.C.12.2015","herb",60
"HM.8.C.12.2015","horsetail",0
"HM.8.C.12.2015","moss",2
"HM.8.C.12.2015","rush",16
"HM.8.C.12.2015","sedge",4
"HM.8.C.12.2015","woodrush",0
"HM.8.C.16.2017","grass",48
"HM.8.C.16.2017","herb",88
"HM.8.C.16.2017","horsetail",0
"HM.8.C.16.2017","moss",0
"HM.8.C.16.2017","rush",12
"HM.8.C.16.2017","sedge",14
"HM.8.C.16.2017","woodrush",1
"HM.8.C.31.2015","grass",50
"HM.8.C.31.2015","herb",57
"HM.8.C.31.2015","horsetail",0
"HM.8.C.31.2015","moss",1
"HM.8.C.31.2015","rush",28
"HM.8.C.31.2015","sedge",6
"HM.8.C.31.2015","woodrush",0
"HM.8.C.42.2017","grass",19
"HM.8.C.42.2017","herb",59
"HM.8.C.42.2017","horsetail",0
"HM.8.C.42.2017","moss",0
"HM.8.C.42.2017","rush",22
"HM.8.C.42.2017","sedge",1
"HM.8.C.42.2017","woodrush",0
"HM.8.C.45.2016","grass",81
"HM.8.C.45.2016","herb",74
"HM.8.C.45.2016","horsetail",0
"HM.8.C.45.2016","moss",0
"HM.8.C.45.2016","rush",21
"HM.8.C.45.2016","sedge",14
"HM.8.C.45.2016","woodrush",0
"HM.8.C.47.2015","grass",47
"HM.8.C.47.2015","herb",50
"HM.8.C.47.2015","horsetail",0
"HM.8.C.47.2015","moss",2
"HM.8.C.47.2015","rush",28
"HM.8.C.47.2015","sedge",4
"HM.8.C.47.2015","woodrush",0
"HM.8.C.53.2017","grass",62
"HM.8.C.53.2017","herb",87
